"渠道","展示名称","配置 ID（保留）","实际 API model ID / 调用标识","固定版本 / 滚动别名","已核对具体版本 / 目录身份","核对日期","核对依据","ID 证据","范围 / 可选状态","说明"
"OpenRouter","GPT-4.1 Nano","openai/gpt-4.1-nano","openai/gpt-4.1-nano","固定性 / 对应版本待确认","openai/gpt-4.1-nano-2025-04-14","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4o","openai/gpt-4o","openai/gpt-4o","固定性 / 对应版本待确认","openai/gpt-4o","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4o (2024-05-13)","openai/gpt-4o-2024-05-13","openai/gpt-4o-2024-05-13","固定性 / 对应版本待确认","openai/gpt-4o-2024-05-13","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4o (2024-08-06)","openai/gpt-4o-2024-08-06","openai/gpt-4o-2024-08-06","固定性 / 对应版本待确认","openai/gpt-4o-2024-08-06","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4o (2024-11-20)","openai/gpt-4o-2024-11-20","openai/gpt-4o-2024-11-20","固定性 / 对应版本待确认","openai/gpt-4o-2024-11-20","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4o-mini","openai/gpt-4o-mini","openai/gpt-4o-mini","固定性 / 对应版本待确认","openai/gpt-4o-mini","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4o-mini (2024-07-18)","openai/gpt-4o-mini-2024-07-18","openai/gpt-4o-mini-2024-07-18","固定性 / 对应版本待确认","openai/gpt-4o-mini-2024-07-18","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5","openai/gpt-5","openai/gpt-5","固定性 / 对应版本待确认","openai/gpt-5-2025-08-07","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5 Image","openai/gpt-5-image","openai/gpt-5-image","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","图像目录未声明 canonical_slug；文本目录的版本身份不能直接证明图像接口版本，合并条目保留待确认。"
"OpenRouter","GPT-5 Image Mini","openai/gpt-5-image-mini","openai/gpt-5-image-mini","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","图像目录未声明 canonical_slug；文本目录的版本身份不能直接证明图像接口版本，合并条目保留待确认。"
"OpenRouter","GPT-5 Mini","openai/gpt-5-mini","openai/gpt-5-mini","固定性 / 对应版本待确认","openai/gpt-5-mini-2025-08-07","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5 Nano","openai/gpt-5-nano","openai/gpt-5-nano","固定性 / 对应版本待确认","openai/gpt-5-nano-2025-08-07","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5 Pro","openai/gpt-5-pro","openai/gpt-5-pro","固定性 / 对应版本待确认","openai/gpt-5-pro-2025-10-06","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.1","openai/gpt-5.1","openai/gpt-5.1","固定性 / 对应版本待确认","openai/gpt-5.1-20251113","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.1-Codex","openai/gpt-5.1-codex","openai/gpt-5.1-codex","固定性 / 对应版本待确认","openai/gpt-5.1-codex-20251113","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.1-Codex-Max","openai/gpt-5.1-codex-max","openai/gpt-5.1-codex-max","固定性 / 对应版本待确认","openai/gpt-5.1-codex-max-20251204","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.1-Codex-Mini","openai/gpt-5.1-codex-mini","openai/gpt-5.1-codex-mini","固定性 / 对应版本待确认","openai/gpt-5.1-codex-mini-20251113","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.2","openai/gpt-5.2","openai/gpt-5.2","固定性 / 对应版本待确认","openai/gpt-5.2-20251211","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.2 Chat","openai/gpt-5.2-chat","openai/gpt-5.2-chat","固定性 / 对应版本待确认","openai/gpt-5.2-chat-20251211","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.2-Codex","openai/gpt-5.2-codex","openai/gpt-5.2-codex","固定性 / 对应版本待确认","openai/gpt-5.2-codex-20260114","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.2 Pro","openai/gpt-5.2-pro","openai/gpt-5.2-pro","固定性 / 对应版本待确认","openai/gpt-5.2-pro-20251211","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.3-Codex","openai/gpt-5.3-codex","openai/gpt-5.3-codex","固定性 / 对应版本待确认","openai/gpt-5.3-codex-20260224","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.4","openai/gpt-5.4","openai/gpt-5.4","固定性 / 对应版本待确认","openai/gpt-5.4-20260305","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.4 Image 2","openai/gpt-5.4-image-2","openai/gpt-5.4-image-2","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","图像目录未声明 canonical_slug；文本目录的版本身份不能直接证明图像接口版本，合并条目保留待确认。"
"OpenRouter","GPT-5.4 Mini","openai/gpt-5.4-mini","openai/gpt-5.4-mini","固定性 / 对应版本待确认","openai/gpt-5.4-mini-20260317","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.4 Nano","openai/gpt-5.4-nano","openai/gpt-5.4-nano","固定性 / 对应版本待确认","openai/gpt-5.4-nano-20260317","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.4 Pro","openai/gpt-5.4-pro","openai/gpt-5.4-pro","固定性 / 对应版本待确认","openai/gpt-5.4-pro-20260305","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.5","openai/gpt-5.5","openai/gpt-5.5","固定性 / 对应版本待确认","openai/gpt-5.5-20260423","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.5 Pro","openai/gpt-5.5-pro","openai/gpt-5.5-pro","固定性 / 对应版本待确认","openai/gpt-5.5-pro-20260423","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.6 Luna","openai/gpt-5.6-luna","openai/gpt-5.6-luna","固定性 / 对应版本待确认","openai/gpt-5.6-luna-20260709","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.6 Luna Pro","openai/gpt-5.6-luna-pro","openai/gpt-5.6-luna-pro","固定性 / 对应版本待确认","openai/gpt-5.6-luna-pro-20260709","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.6 Sol","openai/gpt-5.6-sol","openai/gpt-5.6-sol","固定性 / 对应版本待确认","openai/gpt-5.6-sol-20260709","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-5.6 Sol Pro","openai/gpt-5.6-sol-pro","openai/gpt-5.6-sol-pro","固定性 / 对应版本待确认","openai/gpt-5.6-sol-pro-20260709","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
