"checked_at","channel","api_model_id","role","protocol","status","parameters","values_or_budget_limits","defaults","operations","constraints","conflicts","notes","official_sources"
"2026-09-22","openrouter","openai/gpt-6-astra:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-6-astra-pro","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-6-astra-pro","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-6-astra-pro:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inclusionai/ling-3.0-flash-sante:free","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","qwen/qwen3.8-max-0902","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.effort"",""default"":""xhigh""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","qwen/qwen3.8-max-0902","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.effort"",""default"":""xhigh""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","meta/muse-spark-1.3-contributor","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","meta/muse-spark-1.3-contributor","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","meta/muse-spark-1.3","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","meta/muse-spark-1.3","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","google/gemini-3.8-flash","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
